Ibge;UF;name;longitude;latitude;region
2916005;BA;Itanhem;-40.327.048.649;-171.663.329.037;Sul Baiano
2916104;BA;Itaparica;-386.840.303.113;-128.814.890.528;Metropolitana de Salvador
2916203;BA;Itape;-394.299.627.284;-148.948.079.608;Sul Baiano
2916302;BA;Itapebi;-395.285.413.926;-159.721.666.551;Sul Baiano
2916401;BA;Itapetinga;-402.473.809.072;-152.461.671.887;Centro Sul Baiano
2916500;BA;Itapicuru;-382.186.123.755;-113.109.527.006;Nordeste Baiano
2916609;BA;Itapitanga;-395.663.618.837;-144.211.947.387;Sul Baiano
2916708;BA;Itaquara;-399.382.435.936;-134.464.090.028;Centro Sul Baiano
2916807;BA;Itarantim;-400.615.452.744;-156.578.300.416;Centro Sul Baiano
2916856;BA;Itatim;-397.037.746.062;-127.092.465.331;Centro Norte Baiano
2916906;BA;Itirucu;-401.461.722.977;-135.323.986.079;Centro Sul Baiano
2917003;BA;Itiuba;-398.532.769.742;-106.919.012.257;Centro Norte Baiano
2917102;BA;Itororo;-400.717.033.442;-15.119.037.314;Centro Sul Baiano
2917201;BA;Ituacu;-413.109.815.271;-138.074.071.462;Centro Sul Baiano
2917300;BA;Itubera;-391.490.424.919;-137.361.569.057;Sul Baiano
2917334;BA;Iuiu;-435.564.026.155;-144.121.460.364;Centro Sul Baiano
2917359;BA;Jaborandi;-444.659.699.897;-13.625.934.002;Extremo Oeste Baiano
2917409;BA;Jacaraci;-424.306.087.706;-148.491.905.702;Centro Sul Baiano
2917508;BA;Jacobina;-405.130.176.279;-111.850.621.601;Centro Norte Baiano
2917607;BA;Jaguaquara;-399.702.551.832;-135.306.986.308;Centro Sul Baiano
2917706;BA;Jaguarari;-401.936.114.662;-102.628.542.593;Centro Norte Baiano
2917805;BA;Jaguaripe;-388.914.186.277;-131.150.638.884;Metropolitana de Salvador
2917904;BA;Jandaira;-377.868.684.912;-115.657.484.739;Nordeste Baiano
2918001;BA;Jequie;-400.886.073.275;-138.556.640.077;Centro Sul Baiano
2918100;BA;Jeremoabo;-383.518.191.467;-100.622.424.076;Nordeste Baiano
2918209;BA;Jiquirica;-395.765.017.781;-132.523.063.493;Centro Sul Baiano
2918308;BA;Jitauna;-398.896.321.767;-140.174.286.979;Centro Sul Baiano
2918357;BA;Joao Dourado;-416.599.891.798;-113.464.052.247;Centro Norte Baiano
2918407;BA;Juazeiro;-405.035.521.594;-94.107.170.962;Vale So-Franciscano da Bahia
2918456;BA;Jucurucu;-401.588.126.299;-168.445.161.458;Sul Baiano
2918506;BA;Jussara;-419.797.319.275;-110.545.549.484;Centro Norte Baiano
2918555;BA;Jussari;-394.949.398.663;-151.904.562.989;Sul Baiano
2918605;BA;Jussiape;-415.901.420.146;-135.129.503.421;Centro Sul Baiano
2918704;BA;Lafaiete Coutinho;-402.106.058.828;-136.529.994.248;Centro Sul Baiano
2918753;BA;Lagoa Real;-421.457.118.364;-140.300.289.856;Centro Sul Baiano
2918803;BA;Laje;-394.275.521.529;-131.796.486.825;Centro Sul Baiano
2918902;BA;Lajedao;-403.458.465.321;-17.612.130.938;Sul Baiano
2919009;BA;Lajedinho;-409.037.099.703;-123.603.741.929;Centro Norte Baiano
2919058;BA;Lajedo do Tabocal;-402.252.295.032;-134.725.200.036;Centro Sul Baiano
2919108;BA;Lamarao;-388.929.803.339;-117.915.777.404;Nordeste Baiano
2919157;BA;Lapao;-418.319.086.534;-113.801.390.539;Centro Norte Baiano
2919207;BA;Lauro de Freitas;-383.234.616.103;-128.967.176.089;Metropolitana de Salvador
2919306;BA;Lencois;-413.940.311.361;-125.640.631.156;Centro Sul Baiano
2919405;BA;Licinio de Almeida;-425.026.836.359;-146.758.660.768;Centro Sul Baiano
2919504;BA;Livramento de Nossa Senhora;-418.403.872.818;-136.495.009.052;Centro Sul Baiano
2919553;BA;Luis Eduardo Magalhaes;-458.004.644.065;-120.783.722.562;Extremo Oeste Baiano
2919603;BA;Macajuba;-403.651.796.434;-121.413.926.806;Centro Norte Baiano
2919702;BA;Macarani;-404.220.441.103;-155.673.161.525;Centro Sul Baiano
2919801;BA;Macaubas;-426.946.657.469;-130.236.716.699;Centro Sul Baiano
2919900;BA;Macurure;-390.595.150.265;-91.747.059.109;Vale So-Franciscano da Bahia
2919926;BA;Madre de Deus;-386.027.685.669;-127.403.126.545;Metropolitana de Salvador
2919959;BA;Maetinga;-414.836.566.953;-146.612.663.591;Centro Sul Baiano
2920007;BA;Maiquinique;-402.605.151.186;-156.197.717.026;Centro Sul Baiano
2920106;BA;Mairi;-401.497.825.192;-117.111.106.231;Centro Norte Baiano
2920205;BA;Malhada;-437.716.203.177;-143.403.832.841;Centro Sul Baiano
2920304;BA;Malhada de Pedras;-418.786.983.401;-143.779.454.038;Centro Sul Baiano
2920403;BA;Manoel Vitorino;-402.420.162.477;-14.145.932.206;Centro Sul Baiano
2920452;BA;Mansidao;-440.364.854.096;-1.071.582.896;Extremo Oeste Baiano
2920502;BA;Maracas;-404.312.875.474;-134.376.744.923;Centro Sul Baiano
2920601;BA;Maragogipe;-389.188.814.372;-127.751.199.192;Metropolitana de Salvador
2920700;BA;Marau;-390.249.517.557;-141.055.306.717;Sul Baiano
2920809;BA;Marcionilio Souza;-405.345.299.893;-130.035.103.723;Centro Sul Baiano
2920908;BA;Mascote;-393.024.004.527;-155.659.880.327;Sul Baiano
2921005;BA;Mata de Sao Joao;-382.972.993.248;-125.299.707.907;Metropolitana de Salvador
2921054;BA;Matina;-428.429.324.443;-139.126.360.111;Centro Sul Baiano
2921104;BA;Medeiros Neto;-40.220.174.208;-173.704.094.821;Sul Baiano
2921203;BA;Miguel Calmon;-405.960.696.127;-114.283.442.062;Centro Norte Baiano
2921302;BA;Milagres;-398.591.271.005;-128.705.749.151;Centro Sul Baiano
2921401;BA;Mirangaba;-405.747.927.022;-109.561.172.849;Centro Norte Baiano
2921450;BA;Mirante;-407.735.665.979;-142.398.179.211;Centro Sul Baiano
2921500;BA;Monte Santo;-393.327.059.521;-104.401.577.407;Nordeste Baiano
2921609;BA;Morpara;-43.277.913.407;-115.580.425.446;Vale So-Franciscano da Bahia
2921708;BA;Morro do Chapeu;-411.590.965.078;-115.501.261.105;Centro Norte Baiano
2921807;BA;Mortugaba;-423.804.489.223;-150.164.072.904;Centro Sul Baiano
2921906;BA;Mucuge;-413.732.130.119;-130.038.942.045;Centro Sul Baiano
2922003;BA;Mucuri;-395.475.458.898;-180.885.397.389;Sul Baiano
2922052;BA;Mulungu do Morro;-416.438.000.096;-119.672.200.211;Centro Norte Baiano
2922102;BA;Mundo Novo;-404.714.981.501;-118.647.227.486;Centro Norte Baiano
2922201;BA;Muniz Ferreira;-391.129.817.012;-129.973.037.019;Metropolitana de Salvador
2922250;BA;Muquem de Sao Francisco;-435.518.599.151;-120.682.612.649;Vale So-Franciscano da Bahia
2922300;BA;Muritiba;-389.886.888.174;-126.233.724.415;Metropolitana de Salvador
2922409;BA;Mutuipe;-39.504.163.852;-132.293.733.237;Centro Sul Baiano
2922508;BA;Nazare;-390.106.225.829;-130.351.482.202;Metropolitana de Salvador
2922607;BA;Nilo Pecanha;-391.129.855.091;-136.044.944.204;Sul Baiano
2922656;BA;Nordestina;-394.291.308.507;-108.320.535.248;Nordeste Baiano
2922706;BA;Nova Canaa;-40.145.174.652;-147.935.980.877;Centro Sul Baiano
2922730;BA;Nova Fatima;-396.322.170.919;-116.083.983.892;Nordeste Baiano
2922755;BA;Nova Ibia;-396.256.860.495;-13.809.907.366;Sul Baiano
2922805;BA;Nova Itarana;-400.692.497.333;-130.330.498.856;Centro Sul Baiano
2922854;BA;Nova Redencao;-410.688.595.103;-128.188.675.675;Centro Sul Baiano
2922904;BA;Nova Soure;-38.484.613.927;-112.380.081.972;Nordeste Baiano
2923001;BA;Nova Vicosa;-393.720.115.381;-178.933.917.822;Sul Baiano
2923035;BA;Novo Horizonte;-421.677.884.485;-12.801.997.364;Centro Sul Baiano
2923050;BA;Novo Triunfo;-38.415.581.348;-103.420.182.309;Nordeste Baiano
2923100;BA;Olindina;-383.310.801.961;-113.583.061.402;Nordeste Baiano
2923209;BA;Oliveira dos Brejinhos;-428.970.197.687;-1.232.058.895;Centro Sul Baiano
2923308;BA;Ouricangas;-386.284.167.702;-120.068.519.179;Centro Norte Baiano
2923357;BA;Ourolandia;-41.081.811.729;-109.646.176.504;Centro Norte Baiano
2923407;BA;Palmas de Monte Alto;-431.705.121.315;-142.573.509.944;Centro Sul Baiano
2923506;BA;Palmeiras;-415.773.369.327;-125.100.711.046;Centro Sul Baiano
2923605;BA;Paramirim;-422.406.487.777;-134.424.266.572;Centro Sul Baiano
2923704;BA;Paratinga;-431.820.250.756;-126.906.971.249;Vale So-Franciscano da Bahia
2923803;BA;Paripiranga;-378.704.477.007;-106.759.923.133;Nordeste Baiano
2923902;BA;Pau Brasil;-396.487.820.361;-154.636.188.169;Sul Baiano
2924009;BA;Paulo Afonso;-382.183.289.682;-94.033.316.974;Vale So-Franciscano da Bahia
2924058;BA;Pe de Serra;-39.609.425.329;-118.311.793.086;Nordeste Baiano
2924108;BA;Pedrao;-386.490.014.216;-121.435.872.038;Centro Norte Baiano
2924207;BA;Pedro Alexandre;-378.992.615.844;-100.100.715.805;Nordeste Baiano
2924306;BA;Piata;-417.706.230.393;-131.644.568.683;Centro Sul Baiano
2924405;BA;Pilao Arcado;-424.847.567.625;-9.997.771.056;Vale So-Franciscano da Bahia
2924504;BA;Pindai;-426.870.333.191;-144.899.875.405;Centro Sul Baiano
2924603;BA;Pindobacu;-403.571.591.936;-107.342.066.124;Centro Norte Baiano
2924652;BA;Pintadas;-399.082.386.319;-118.080.365.091;Centro Norte Baiano
2924678;BA;Pirai do Norte;-393.745.221.879;-137.612.250.393;Sul Baiano
2924702;BA;Piripa;-417.248.658.273;-149.468.709.101;Centro Sul Baiano
2924801;BA;Piritiba;-405.513.277.059;-117.372.340.018;Centro Norte Baiano
2924900;BA;Planaltino;-403.683.973.567;-132.566.087.534;Centro Sul Baiano
2925006;BA;Planalto;-404.846.403.764;-146.701.699.702;Centro Sul Baiano
2925105;BA;Pocoes;-403.651.272.938;-145.223.245.426;Centro Sul Baiano
2925204;BA;Pojuca;-383.271.668.771;-124.292.631.349;Metropolitana de Salvador
2925253;BA;Ponto Novo;-401.353.928.451;-108.671.478.313;Centro Norte Baiano
2925303;BA;Porto Seguro;-390.621.135.239;-164.490.561.794;Sul Baiano
2925402;BA;Potiragua;-398.756.600.706;-155.924.563.117;Centro Sul Baiano
2925501;BA;Prado;-392.292.384.212;-173.295.639.894;Sul Baiano
2925600;BA;Presidente Dutra;-419.909.309.024;-112.965.040.663;Centro Norte Baiano
2925709;BA;Presidente Janio Quadros;-416.824.426.344;-14.685.395.367;Centro Sul Baiano
2925758;BA;Presidente Tancredo Neves;-394.240.598.299;-134.708.417.736;Sul Baiano
2925808;BA;Queimadas;-396.264.068.266;-109.763.905.292;Nordeste Baiano
2925907;BA;Quijingue;-39.206.609.254;-1.075.167.233;Nordeste Baiano
2925931;BA;Quixabeira;-401.214.965.949;-114.086.852.033;Centro Norte Baiano
2925956;BA;Rafael Jambeiro;-395.006.356.829;-124.074.173.545;Centro Norte Baiano
2926004;BA;Remanso;-420.796.675.417;-96.239.067.892;Vale So-Franciscano da Bahia
2926103;BA;Retirolandia;-394.241.777.923;-114.896.669.832;Nordeste Baiano
2926202;BA;Riachao das Neves;-449.164.697.719;-1.174.624.753;Extremo Oeste Baiano
2926301;BA;Riachao do Jacuipe;-393.830.354.939;-118.059.790.259;Nordeste Baiano
2926400;BA;Riacho de Santana;-4.293.834.712;-136.065.881.421;Centro Sul Baiano
2926509;BA;Ribeira do Amparo;-384.305.538.667;-110.391.582.801;Nordeste Baiano
2926608;BA;Ribeira do Pombal;-385.360.987.874;-108.362.780.748;Nordeste Baiano
2926657;BA;Ribeirao do Largo;-407.438.597.619;-154.640.596.335;Centro Sul Baiano
2926707;BA;Rio de Contas;-418.187.905.564;-13.588.607.787;Centro Sul Baiano
2926806;BA;Rio do Antonio;-42.075.055.335;-144.085.096.465;Centro Sul Baiano
2926905;BA;Rio do Pires;-422.878.777.528;-131.186.631.387;Centro Sul Baiano
2927002;BA;Rio Real;-379.335.777.751;-114.849.354.254;Nordeste Baiano
2927101;BA;Rodelas;-387.723.090.007;-88.449.965.336;Vale So-Franciscano da Bahia
2927200;BA;Ruy Barbosa;-405.003.712.306;-122.893.169.588;Centro Norte Baiano
2927309;BA;Salinas da Margarida;-387.579.439.509;-128.779.970.546;Metropolitana de Salvador
2927408;BA;Salvador;-38.488.061.484;-130.147.719.115;Metropolitana de Salvador
2927507;BA;Santa Barbara;-389.661.390.064;-119.569.028.341;Centro Norte Baiano
2927606;BA;Santa Brigida;-381.278.183.663;-97.318.909.595;Nordeste Baiano
2927705;BA;Santa Cruz Cabralia;-390.131.825.841;-163.380.965.838;Sul Baiano
2927804;BA;Santa Cruz da Vitoria;-3.981.183.597;-149.600.783.107;Sul Baiano
2927903;BA;Santa Ines;-398.276.053.255;-132.986.872.233;Centro Sul Baiano
2928000;BA;Santaluz;-393.773.777.963;-112.533.600.345;Nordeste Baiano
2928059;BA;Santa Luzia;-39.332.493.425;-154.327.879.846;Sul Baiano
2928109;BA;Santa Maria da Vitoria;-441.983.088.658;-133.935.452.501;Extremo Oeste Baiano
2928208;BA;Santana;-440.532.579.029;-129.807.511.747;Extremo Oeste Baiano
2928307;BA;Santanopolis;-388.671.618.077;-12.028.406.888;Centro Norte Baiano
2928406;BA;Santa Rita de Cassia;-445.190.497.203;-110.080.450.699;Extremo Oeste Baiano
2928505;BA;Santa Teresinha;-395.211.400.562;-127.728.517.712;Centro Norte Baiano
2928604;BA;Santo Amaro;-387.090.314.625;-125.491.401.087;Metropolitana de Salvador
2928703;BA;Santo Antonio de Jesus;-39.261.131.258;-129.680.077.697;Metropolitana de Salvador
2928802;BA;Santo Estevao;-392.531.902.035;-124.288.932.289;Centro Norte Baiano
2928901;BA;Sao Desiderio;-449.740.962.396;-123.608.954.905;Extremo Oeste Baiano
2928950;BA;Sao Domingos;-395.262.647.672;-114.634.661.342;Nordeste Baiano
2929008;BA;Sao Felix;-389.687.185.314;-12.605.713.252;Metropolitana de Salvador
2929057;BA;Sao Felix do Coribe;-441.968.725.575;-134.042.182.498;Extremo Oeste Baiano
2929107;BA;Sao Felipe;-390.840.148.984;-12.845.078.215;Metropolitana de Salvador
2929206;BA;Sao Francisco do Conde;-386.757.980.533;-126.299.828.044;Metropolitana de Salvador
2929255;BA;Sao Gabriel;-418.742.692.011;-112.267.073.343;Centro Norte Baiano
2929305;BA;Sao Goncalo dos Campos;-389.497.724.306;-124.303.098.042;Centro Norte Baiano
2929354;BA;Sao Jose da Vitoria;-393.389.205.029;-150.781.782.114;Sul Baiano
2929370;BA;Sao Jose do Jacuipe;-400.236.558.829;-115.053.260.938;Centro Norte Baiano
2929404;BA;Sao Miguel das Matas;-39.455.780.426;-130.517.330.821;Centro Sul Baiano
2929503;BA;Sao Sebastiao do Passe;-384.953.098.454;-12.512.724.643;Metropolitana de Salvador
2929602;BA;Sapeacu;-391.948.084.366;-127.351.614.751;Metropolitana de Salvador
2929701;BA;Satiro Dias;-385.913.537.821;-116.008.090.454;Nordeste Baiano
2929750;BA;Saubara;-3.877.060.683;-127.369.036.248;Metropolitana de Salvador
2929800;BA;Saude;-404.185.507.431;-109.411.051.662;Centro Norte Baiano
2929909;BA;Seabra;-417.682.012.411;-124.187.631.865;Centro Sul Baiano
2930006;BA;Sebastiao Laranjeiras;-429.441.131.531;-145.748.223.923;Centro Sul Baiano
2930105;BA;Senhor do Bonfim;-4.018.998.454;-104.567.714.932;Centro Norte Baiano
2930154;BA;Serra do Ramalho;-435.807.307.421;-135.644.659.881;Vale So-Franciscano da Bahia
2930204;BA;Sento Se;-418.909.969.156;-97.403.798.046;Vale So-Franciscano da Bahia
2930303;BA;Serra Dourada;-439.523.372.559;-127.625.947.393;Extremo Oeste Baiano
2930402;BA;Serra Preta;-393.325.039.203;-121.597.268.274;Centro Norte Baiano
2930501;BA;Serrinha;-390.081.326.288;-116.595.317.244;Nordeste Baiano
2930600;BA;Serrolandia;-40.299.905.217;-114.160.318.981;Centro Norte Baiano
2930709;BA;Simoes Filho;-384.115.191.932;-127.839.414.834;Metropolitana de Salvador
2930758;BA;Sitio do Mato;-434.664.411.673;-130.857.927.061;Vale So-Franciscano da Bahia
2930766;BA;Sitio do Quinto;-382.003.708.811;-103.641.586.478;Nordeste Baiano
2930774;BA;Sobradinho;-407.915.948.464;-94.708.066.385;Vale So-Franciscano da Bahia
2930808;BA;Souto Soares;-416.442.483.899;-120.925.960.034;Centro Norte Baiano
2930907;BA;Tabocas do Brejo Velho;-440.111.890.671;-127.073.009.223;Extremo Oeste Baiano
2931004;BA;Tanhacu;-412.543.335.107;-140.255.080.592;Centro Sul Baiano
2931053;BA;Tanque Novo;-424.906.125.115;-135.465.603.207;Centro Sul Baiano
2931103;BA;Tanquinho;-391.005.471.654;-119.716.930.935;Centro Norte Baiano
2931202;BA;Taperoa;-391.006.222.479;-135.309.926.332;Sul Baiano
2931301;BA;Tapiramuta;-407.887.003.323;-118.523.411.105;Centro Norte Baiano
2931350;BA;Teixeira de Freitas;-397.445.176.868;-175.377.498.817;Sul Baiano
2931400;BA;Teodoro Sampaio;-386.419.275.419;-123.014.071.565;Centro Norte Baiano
2931509;BA;Teofilandia;-390.058.128.587;-114.829.246.318;Nordeste Baiano
2931608;BA;Teolandia;-394.893.857.886;-13.601.106.007;Sul Baiano
2931707;BA;Terra Nova;-386.231.018.592;-124.030.919.014;Metropolitana de Salvador
2931806;BA;Tremedal;-414.095.763.196;-149.724.717.723;Centro Sul Baiano
2931905;BA;Tucano;-387.859.480.015;-109.643.001.696;Nordeste Baiano
2932002;BA;Uaua;-394.880.641.705;-98.326.541.656;Nordeste Baiano
2932101;BA;Ubaira;-396.620.325.672;-132.680.894.849;Centro Sul Baiano
2932200;BA;Ubaitaba;-393.225.474.058;-143.104.363.678;Sul Baiano
2932309;BA;Ubata;-395.226.677.884;-142.114.665.539;Sul Baiano
2932408;BA;Uibai;-421.337.955.488;-113.381.145.645;Centro Norte Baiano
2932457;BA;Umburanas;-413.329.141.303;-107.292.712.188;Centro Norte Baiano
2932507;BA;Una;-39.074.712.888;-152.942.080.649;Sul Baiano
2932606;BA;Urandi;-426.589.988.098;-147.632.421.838;Centro Sul Baiano
2932705;BA;Urucuca;-392.838.018.788;-145.920.354.535;Sul Baiano
2932804;BA;Utinga;-410.958.288.508;-12.083.317.663;Centro Sul Baiano
2932903;BA;Valenca;-390.723.502.472;-133.703.415.065;Sul Baiano
2933000;BA;Valente;-394.642.460.663;-114.124.895.358;Nordeste Baiano
2933059;BA;Varzea da Roca;-401.406.370.839;-115.989.862.635;Centro Norte Baiano
2933109;BA;Varzea do Poco;-403.189.181.998;-115.239.795.326;Centro Norte Baiano
2933158;BA;Varzea Nova;-409.458.459.311;-112.572.312.023;Centro Norte Baiano
2933174;BA;Varzedo;-393.934.758.347;-12.975.312.565;Metropolitana de Salvador
2933208;BA;Vera Cruz;-386.191.597.463;-129.357.333.313;Metropolitana de Salvador
2933257;BA;Vereda;-400.844.849.278;-172.239.340.594;Sul Baiano
2933307;BA;Vitoria da Conquista;-408.398.095.372;-148.480.048.116;Centro Sul Baiano
2933406;BA;Wagner;-411.696.269.859;-122.842.507.899;Centro Sul Baiano
2933455;BA;Wanderley;-438.889.295.199;-12.120.150.314;Extremo Oeste Baiano
2933505;BA;Wenceslau Guimaraes;-394.796.708.032;-136.885.877.525;Sul Baiano
2933604;BA;Xique-Xique;-427.255.080.012;-108.249.744.181;Vale So-Franciscano da Bahia
3100104;MG;Abadia dos Dourados;-473.968.324.406;-184.875.649.589;Tringulo Mineiro/Alto Paranaba
3100203;MG;Abaete;-454.461.914.172;-191.558.476.941;Central Mineira
3100302;MG;Abre Campo;-424.809.899.867;-203.014.452.838;Zona da Mata
3100401;MG;Acaiaca;-431.482.389.018;-203.604.089.313;Zona da Mata
3100500;MG;Acucena;-425.462.108.797;-190.767.128.936;Vale do Rio Doce
3100609;MG;Agua Boa;-423.896.432.301;-179.910.530.496;Vale do Rio Doce
3100708;MG;Agua Comprida;-481.080.767.742;-200.593.124.134;Tringulo Mineiro/Alto Paranaba
3100807;MG;Aguanil;-453.894.653.435;-209.374.322.025;Oeste de Minas
3100906;MG;Aguas Formosas;-409.352.279.399;-170.823.043.196;Vale do Mucuri
3101003;MG;Aguas Vermelhas;-414.587.883.041;-157.453.199.452;Norte de Minas
3101102;MG;Aimores;-410.733.274.628;-194.919.501.493;Vale do Rio Doce
3101201;MG;Aiuruoca;-446.028.244.646;-219.758.966.559;Sul/Sudoeste de Minas
3101300;MG;Alagoa;-446.380.988.672;-221.711.356.644;Sul/Sudoeste de Minas
3101409;MG;Albertina;-466.116.025.734;-221.997.644.819;Sul/Sudoeste de Minas
3101508;MG;Alem Paraiba;-426.959.466.025;-218.768.037.119;Zona da Mata
3101607;MG;Alfenas;-459.489.181.992;-214.281.781.229;Sul/Sudoeste de Minas
3101631;MG;Alfredo Vasconcelos;-437.738.899.527;-211.394.234.648;Campo Das Vertentes
3101706;MG;Almenara;-406.976.511.833;-161.806.161.744;Jequitinhonha
3101805;MG;Alpercata;-419.891.291.116;-189.868.312.565;Vale do Rio Doce
3101904;MG;Alpinopolis;-463.894.825.348;-208.618.546.557;Sul/Sudoeste de Minas
3102001;MG;Alterosa;-461.453.205.615;-212.558.699.519;Sul/Sudoeste de Minas
3102050;MG;Alto Caparao;-4.187.308.374;-20.444.361.121;Zona da Mata
3102100;MG;Alto Rio Doce;-434.188.706.642;-210.221.461.476;Zona da Mata
3102209;MG;Alvarenga;-417.264.422.739;-194.144.696.868;Vale do Rio Doce
3102308;MG;Alvinopolis;-430.660.832.381;-201.147.634.824;Metropolitana de Belo Horizonte
3102407;MG;Alvorada de Minas;-433.660.843.434;-187.335.930.244;Metropolitana de Belo Horizonte
3102506;MG;Amparo do Serra;-428.072.021.534;-205.100.666.871;Zona da Mata
3102605;MG;Andradas;-465.755.830.009;-220.728.073.441;Sul/Sudoeste de Minas
3102704;MG;Cachoeira de Pajeu;-414.964.103.684;-159.651.758.417;Jequitinhonha
3102803;MG;Andrelandia;-443.176.990.379;-217.369.681.987;Sul/Sudoeste de Minas
3102852;MG;Angelandia;-422.664.504.899;-177.277.898.321;Jequitinhonha
3102902;MG;Antonio Carlos;-437.556.410.098;-213.185.803.699;Campo Das Vertentes
3103009;MG;Antonio Dias;-42.869.545.209;-196.514.666.726;Vale do Rio Doce
3103108;MG;Antonio Prado de Minas;-421.093.426.501;-210.182.320.588;Zona da Mata
3103207;MG;Aracai;-442.469.237.129;-192.003.638.594;Metropolitana de Belo Horizonte
3103306;MG;Aracitaba;-433.815.562.385;-21.339.268.736;Zona da Mata
3103405;MG;Aracuai;-420.642.065.495;-168.517.813.954;Jequitinhonha
3103504;MG;Araguari;-48.191.605.379;-186.482.695.268;Tringulo Mineiro/Alto Paranaba
3103603;MG;Arantina;-442.469.542.481;-219.161.042.282;Sul/Sudoeste de Minas
3103702;MG;Araponga;-425.262.731;-206.656.617.313;Zona da Mata
3103751;MG;Arapora;-491.900.866.447;-184.419.093.766;Tringulo Mineiro/Alto Paranaba
